batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,elements_matrix,elements_kernel,hashkey
29,299,3,17,32,1,0,0,0,89401,9,"[29,299,3,17,32,1,0,0,0,89401,9]"
21,410,6,12,22,2,0,0,0,168100,36,"[21,410,6,12,22,2,0,0,0,168100,36]"
48,484,5,13,18,2,1,1,0,234256,25,"[48,484,5,13,18,2,1,1,0,234256,25]"
56,449,1,12,17,4,1,1,1,201601,1,"[56,449,1,12,17,4,1,1,1,201601,1]"
54,504,6,2,5,1,0,0,1,254016,36,"[54,504,6,2,5,1,0,0,1,254016,36]"
12,51,1,158,46,2,0,1,1,2601,1,"[12,51,1,158,46,2,0,1,1,2601,1]"
38,286,7,16,7,2,1,1,1,81796,49,"[38,286,7,16,7,2,1,1,1,81796,49]"
28,485,3,4,13,3,0,0,0,235225,9,"[28,485,3,4,13,3,0,0,0,235225,9]"
48,412,5,22,4,2,0,1,0,169744,25,"[48,412,5,22,4,2,0,1,0,169744,25]"
19,359,7,2,3,4,1,1,1,128881,49,"[19,359,7,2,3,4,1,1,1,128881,49]"
62,243,7,19,6,2,0,1,0,59049,49,"[62,243,7,19,6,2,0,1,0,59049,49]"
3,34,7,146,291,3,1,0,1,1156,49,"[3,34,7,146,291,3,1,0,1,1156,49]"
31,463,7,14,6,4,1,1,0,214369,49,"[31,463,7,14,6,4,1,1,0,214369,49]"
52,439,6,10,20,4,1,1,0,192721,36,"[52,439,6,10,20,4,1,1,0,192721,36]"
4,303,7,20,25,3,1,1,0,91809,49,"[4,303,7,20,25,3,1,1,0,91809,49]"
46,270,5,11,31,2,0,0,1,72900,25,"[46,270,5,11,31,2,0,0,1,72900,25]"
16,114,3,14,83,2,0,0,0,12996,9,"[16,114,3,14,83,2,0,0,0,12996,9]"
57,138,4,2,41,4,1,0,0,19044,16,"[57,138,4,2,41,4,1,0,0,19044,16]"
32,493,3,18,10,4,1,0,0,243049,9,"[32,493,3,18,10,4,1,0,0,243049,9]"
20,501,7,1,13,4,1,0,1,251001,49,"[20,501,7,1,13,4,1,0,1,251001,49]"
33,331,2,6,15,4,0,1,0,109561,4,"[33,331,2,6,15,4,0,1,0,109561,4]"
49,485,2,13,17,2,0,0,1,235225,4,"[49,485,2,13,17,2,0,0,1,235225,4]"
18,129,7,75,16,1,1,1,0,16641,49,"[18,129,7,75,16,1,1,1,0,16641,49]"
21,388,1,14,19,2,0,1,0,150544,1,"[21,388,1,14,19,2,0,1,0,150544,1]"
50,360,4,25,23,4,0,1,0,129600,16,"[50,360,4,25,23,4,0,1,0,129600,16]"
3,127,4,73,21,4,1,0,0,16129,16,"[3,127,4,73,21,4,1,0,0,16129,16]"
7,78,4,40,92,1,1,0,0,6084,16,"[7,78,4,40,92,1,1,0,0,6084,16]"
60,403,2,9,10,1,0,1,1,162409,4,"[60,403,2,9,10,1,0,1,1,162409,4]"
40,338,6,5,18,3,0,1,1,114244,36,"[40,338,6,5,18,3,0,1,1,114244,36]"
15,305,4,28,11,3,1,1,1,93025,16,"[15,305,4,28,11,3,1,1,1,93025,16]"
61,478,5,5,19,2,1,1,1,228484,25,"[61,478,5,5,19,2,1,1,1,228484,25]"
1,459,2,20,5,1,0,1,0,210681,4,"[1,459,2,20,5,1,0,1,0,210681,4]"
26,178,3,31,23,2,0,1,1,31684,9,"[26,178,3,31,23,2,0,1,1,31684,9]"
43,409,2,8,7,3,0,0,1,167281,4,"[43,409,2,8,7,3,0,0,1,167281,4]"
40,287,2,24,10,4,1,1,1,82369,4,"[40,287,2,24,10,4,1,1,1,82369,4]"
35,479,2,13,18,1,1,0,0,229441,4,"[35,479,2,13,18,1,1,0,0,229441,4]"
47,464,3,7,9,3,1,0,1,215296,9,"[47,464,3,7,9,3,1,0,1,215296,9]"
7,299,5,26,19,2,0,1,0,89401,25,"[7,299,5,26,19,2,0,1,0,89401,25]"
47,126,7,44,75,2,1,0,1,15876,49,"[47,126,7,44,75,2,1,0,1,15876,49]"
31,338,1,24,16,4,0,0,0,114244,1,"[31,338,1,24,16,4,0,0,0,114244,1]"
19,308,6,22,24,2,0,1,0,94864,36,"[19,308,6,22,24,2,0,1,0,94864,36]"
35,82,3,65,78,3,0,1,1,6724,9,"[35,82,3,65,78,3,0,1,1,6724,9]"
55,462,1,12,16,3,1,0,0,213444,1,"[55,462,1,12,16,3,1,0,0,213444,1]"
43,220,3,35,14,2,1,0,0,48400,9,"[43,220,3,35,14,2,1,0,0,48400,9]"
29,189,1,20,10,2,0,0,0,35721,1,"[29,189,1,20,10,2,0,0,0,35721,1]"
28,241,7,3,10,2,0,0,0,58081,49,"[28,241,7,3,10,2,0,0,0,58081,49]"
47,255,1,17,14,4,0,0,0,65025,1,"[47,255,1,17,14,4,0,0,0,65025,1]"
23,245,6,10,2,4,0,1,0,60025,36,"[23,245,6,10,2,4,0,1,0,60025,36]"
37,73,1,44,62,2,1,0,0,5329,1,"[37,73,1,44,62,2,1,0,0,5329,1]"
53,133,3,46,8,2,0,1,1,17689,9,"[53,133,3,46,8,2,0,1,1,17689,9]"
33,165,4,56,33,1,1,1,0,27225,16,"[33,165,4,56,33,1,1,1,0,27225,16]"
16,350,1,2,5,2,1,1,0,122500,1,"[16,350,1,2,5,2,1,1,0,122500,1]"
59,351,1,13,26,1,0,1,0,123201,1,"[59,351,1,13,26,1,0,1,0,123201,1]"
10,97,1,78,35,2,1,1,1,9409,1,"[10,97,1,78,35,2,1,1,1,9409,1]"
38,405,6,15,21,1,0,0,0,164025,36,"[38,405,6,15,21,1,0,0,0,164025,36]"
49,190,4,26,21,3,1,1,0,36100,16,"[49,190,4,26,21,3,1,1,0,36100,16]"
44,512,3,12,5,2,0,0,0,262144,9,"[44,512,3,12,5,2,0,0,0,262144,9]"
52,240,2,22,14,4,0,0,1,57600,4,"[52,240,2,22,14,4,0,0,1,57600,4]"
49,480,4,5,15,2,0,1,1,230400,16,"[49,480,4,5,15,2,0,1,1,230400,16]"
30,43,3,187,60,1,0,1,1,1849,9,"[30,43,3,187,60,1,0,1,1,1849,9]"
58,67,7,48,58,4,1,1,1,4489,49,"[58,67,7,48,58,4,1,1,1,4489,49]"
61,460,3,9,12,2,0,1,1,211600,9,"[61,460,3,9,12,2,0,1,1,211600,9]"
50,474,7,5,11,4,0,0,0,224676,49,"[50,474,7,5,11,4,0,0,0,224676,49]"
39,512,4,8,2,2,1,0,1,262144,16,"[39,512,4,8,2,2,1,0,1,262144,16]"
17,370,3,17,5,2,0,1,1,136900,9,"[17,370,3,17,5,2,0,1,1,136900,9]"
23,107,3,29,74,4,0,0,0,11449,9,"[23,107,3,29,74,4,0,0,0,11449,9]"
29,148,3,62,66,1,1,1,1,21904,9,"[29,148,3,62,66,1,1,1,1,21904,9]"
61,308,7,8,17,1,0,1,1,94864,49,"[61,308,7,8,17,1,0,1,1,94864,49]"
39,451,2,13,15,3,0,1,1,203401,4,"[39,451,2,13,15,3,0,1,1,203401,4]"
19,336,7,5,11,3,1,1,0,112896,49,"[19,336,7,5,11,3,1,1,0,112896,49]"
11,55,6,109,171,4,1,0,1,3025,36,"[11,55,6,109,171,4,1,0,1,3025,36]"
54,477,6,9,2,2,0,0,0,227529,36,"[54,477,6,9,2,2,0,0,0,227529,36]"
54,333,6,14,19,1,1,0,1,110889,36,"[54,333,6,14,19,1,1,0,1,110889,36]"
45,254,1,29,6,1,0,1,0,64516,1,"[45,254,1,29,6,1,0,1,0,64516,1]"
26,448,7,10,7,3,0,0,0,200704,49,"[26,448,7,10,7,3,0,0,0,200704,49]"
48,224,4,16,16,4,1,1,0,50176,16,"[48,224,4,16,16,4,1,1,0,50176,16]"
64,209,4,44,42,3,1,1,0,43681,16,"[64,209,4,44,42,3,1,1,0,43681,16]"
60,420,4,9,11,3,1,1,1,176400,16,"[60,420,4,9,11,3,1,1,1,176400,16]"
27,168,2,55,37,2,0,0,0,28224,4,"[27,168,2,55,37,2,0,0,0,28224,4]"
40,462,6,13,16,3,1,0,1,213444,36,"[40,462,6,13,16,3,1,0,1,213444,36]"
55,214,3,35,39,4,0,0,0,45796,9,"[55,214,3,35,39,4,0,0,0,45796,9]"
59,140,2,63,44,3,1,1,0,19600,4,"[59,140,2,63,44,3,1,1,0,19600,4]"
18,417,5,20,7,4,0,0,1,173889,25,"[18,417,5,20,7,4,0,0,1,173889,25]"
29,279,5,19,7,1,0,1,1,77841,25,"[29,279,5,19,7,1,0,1,1,77841,25]"
34,501,1,17,9,2,1,0,1,251001,1,"[34,501,1,17,9,2,1,0,1,251001,1]"
63,145,1,4,59,1,1,1,1,21025,1,"[63,145,1,4,59,1,1,1,1,21025,1]"
54,427,1,15,7,2,0,1,0,182329,1,"[54,427,1,15,7,2,0,1,0,182329,1]"
59,237,3,36,40,3,1,0,1,56169,9,"[59,237,3,36,40,3,1,0,1,56169,9]"
29,228,4,32,19,3,0,1,1,51984,16,"[29,228,4,32,19,3,0,1,1,51984,16]"
37,246,7,31,26,2,1,1,1,60516,49,"[37,246,7,31,26,2,1,1,1,60516,49]"
51,398,1,24,1,2,1,1,1,158404,1,"[51,398,1,24,1,2,1,1,1,158404,1]"
29,195,1,25,43,2,1,1,1,38025,1,"[29,195,1,25,43,2,1,1,1,38025,1]"
41,222,7,43,33,1,0,0,1,49284,49,"[41,222,7,43,33,1,0,0,1,49284,49]"
27,383,1,5,4,1,1,1,0,146689,1,"[27,383,1,5,4,1,1,1,0,146689,1]"
47,323,7,14,18,1,0,0,0,104329,49,"[47,323,7,14,18,1,0,0,0,104329,49]"
11,458,1,15,5,4,0,1,1,209764,1,"[11,458,1,15,5,4,0,1,1,209764,1]"
41,355,1,24,17,2,0,1,1,126025,1,"[41,355,1,24,17,2,0,1,1,126025,1]"
34,284,4,6,32,2,1,0,0,80656,16,"[34,284,4,6,32,2,1,0,0,80656,16]"
38,54,3,140,44,2,1,1,0,2916,9,"[38,54,3,140,44,2,1,1,0,2916,9]"
21,104,6,81,41,2,1,1,0,10816,36,"[21,104,6,81,41,2,1,1,0,10816,36]"
63,112,3,30,25,1,1,0,1,12544,9,"[63,112,3,30,25,1,1,0,1,12544,9]"
59,379,5,15,4,4,1,1,1,143641,25,"[59,379,5,15,4,4,1,1,1,143641,25]"
40,441,6,2,7,2,1,0,0,194481,36,"[40,441,6,2,7,2,1,0,0,194481,36]"
50,293,6,5,12,3,1,0,0,85849,36,"[50,293,6,5,12,3,1,0,0,85849,36]"
1,292,7,1,15,2,0,0,1,85264,49,"[1,292,7,1,15,2,0,0,1,85264,49]"
2,223,3,35,32,4,1,1,0,49729,9,"[2,223,3,35,32,4,1,1,0,49729,9]"
12,242,5,11,29,2,0,0,1,58564,25,"[12,242,5,11,29,2,0,0,1,58564,25]"
23,70,3,50,36,3,1,0,1,4900,9,"[23,70,3,50,36,3,1,0,1,4900,9]"
44,339,6,27,2,2,0,0,0,114921,36,"[44,339,6,27,2,2,0,0,0,114921,36]"
62,505,5,16,13,2,0,1,1,255025,25,"[62,505,5,16,13,2,0,1,1,255025,25]"
61,107,6,63,52,3,1,0,1,11449,36,"[61,107,6,63,52,3,1,0,1,11449,36]"
64,504,5,14,8,3,0,1,1,254016,25,"[64,504,5,14,8,3,0,1,1,254016,25]"
8,282,3,13,34,2,1,0,0,79524,9,"[8,282,3,13,34,2,1,0,0,79524,9]"
4,56,5,106,145,2,1,1,0,3136,25,"[4,56,5,106,145,2,1,1,0,3136,25]"
47,227,6,31,14,1,1,0,0,51529,36,"[47,227,6,31,14,1,1,0,0,51529,36]"
24,319,1,1,26,2,0,1,0,101761,1,"[24,319,1,1,26,2,0,1,0,101761,1]"
49,348,2,15,26,3,1,0,0,121104,4,"[49,348,2,15,26,3,1,0,0,121104,4]"
29,29,6,90,134,1,1,1,0,841,36,"[29,29,6,90,134,1,1,1,0,841,36]"
22,215,6,14,9,3,1,1,1,46225,36,"[22,215,6,14,9,3,1,1,1,46225,36]"
13,141,4,47,4,3,1,1,1,19881,16,"[13,141,4,47,4,3,1,1,1,19881,16]"
48,130,1,34,17,4,0,0,1,16900,1,"[48,130,1,34,17,4,0,0,1,16900,1]"
20,484,2,19,8,1,0,0,0,234256,4,"[20,484,2,19,8,1,0,0,0,234256,4]"
24,46,1,186,49,1,1,0,1,2116,1,"[24,46,1,186,49,1,1,0,1,2116,1]"
43,385,1,18,10,1,1,0,0,148225,1,"[43,385,1,18,10,1,1,0,0,148225,1]"
10,104,6,27,30,2,1,1,1,10816,36,"[10,104,6,27,30,2,1,1,1,10816,36]"
63,74,1,65,131,1,0,0,1,5476,1,"[63,74,1,65,131,1,0,0,1,5476,1]"
13,157,4,40,44,4,0,0,1,24649,16,"[13,157,4,40,44,4,0,0,1,24649,16]"
36,208,7,30,4,4,0,0,0,43264,49,"[36,208,7,30,4,4,0,0,0,43264,49]"
38,323,2,21,7,2,1,1,1,104329,4,"[38,323,2,21,7,2,1,1,1,104329,4]"
63,73,4,59,30,3,0,1,0,5329,16,"[63,73,4,59,30,3,0,1,0,5329,16]"
58,36,6,247,250,3,1,1,0,1296,36,"[58,36,6,247,250,3,1,1,0,1296,36]"
13,162,1,29,8,3,0,1,1,26244,1,"[13,162,1,29,8,3,0,1,1,26244,1]"
6,356,7,18,26,1,0,1,1,126736,49,"[6,356,7,18,26,1,0,1,1,126736,49]"
18,229,5,19,18,2,1,0,1,52441,25,"[18,229,5,19,18,2,1,0,1,52441,25]"
22,293,3,17,28,3,1,0,0,85849,9,"[22,293,3,17,28,3,1,0,0,85849,9]"
49,341,1,10,23,1,0,0,0,116281,1,"[49,341,1,10,23,1,0,0,0,116281,1]"
38,283,4,28,1,3,1,0,1,80089,16,"[38,283,4,28,1,3,1,0,1,80089,16]"
49,57,3,109,135,1,0,1,0,3249,9,"[49,57,3,109,135,1,0,1,0,3249,9]"
22,110,3,74,6,2,1,1,1,12100,9,"[22,110,3,74,6,2,1,1,1,12100,9]"
16,315,4,2,12,3,1,1,1,99225,16,"[16,315,4,2,12,3,1,1,1,99225,16]"
14,470,6,7,14,1,0,0,0,220900,36,"[14,470,6,7,14,1,0,0,0,220900,36]"
15,329,1,11,13,1,1,0,1,108241,1,"[15,329,1,11,13,1,1,0,1,108241,1]"
2,71,7,74,30,4,1,0,1,5041,49,"[2,71,7,74,30,4,1,0,1,5041,49]"
56,409,4,15,4,1,0,1,0,167281,16,"[56,409,4,15,4,1,0,1,0,167281,16]"
15,165,2,21,26,4,1,0,0,27225,4,"[15,165,2,21,26,4,1,0,0,27225,4]"
43,211,7,7,10,2,0,0,0,44521,49,"[43,211,7,7,10,2,0,0,0,44521,49]"
16,143,5,66,56,3,0,1,0,20449,25,"[16,143,5,66,56,3,0,1,0,20449,25]"
14,488,2,19,14,1,0,0,1,238144,4,"[14,488,2,19,14,1,0,0,1,238144,4]"
7,321,4,11,16,1,0,1,0,103041,16,"[7,321,4,11,16,1,0,1,0,103041,16]"
35,137,7,35,24,3,1,0,0,18769,49,"[35,137,7,35,24,3,1,0,0,18769,49]"
11,306,3,14,20,1,1,1,1,93636,9,"[11,306,3,14,20,1,1,1,1,93636,9]"
49,498,7,7,5,2,1,1,1,248004,49,"[49,498,7,7,5,2,1,1,1,248004,49]"
11,85,4,116,70,2,1,0,1,7225,16,"[11,85,4,116,70,2,1,0,1,7225,16]"
46,12,1,524,4,1,1,0,0,144,1,"[46,12,1,524,4,1,1,0,0,144,1]"
44,148,1,3,15,4,0,1,0,21904,1,"[44,148,1,3,15,4,0,1,0,21904,1]"
25,291,5,20,29,3,0,1,1,84681,25,"[25,291,5,20,29,3,0,1,1,84681,25]"
14,296,2,6,8,3,0,0,0,87616,4,"[14,296,2,6,8,3,0,0,0,87616,4]"
45,304,2,29,5,2,1,1,1,92416,4,"[45,304,2,29,5,2,1,1,1,92416,4]"
61,71,6,100,134,2,0,0,1,5041,36,"[61,71,6,100,134,2,0,0,1,5041,36]"
8,510,7,13,11,3,1,1,0,260100,49,"[8,510,7,13,11,3,1,1,0,260100,49]"
49,166,5,56,46,3,0,1,0,27556,25,"[49,166,5,56,46,3,0,1,0,27556,25]"
10,475,5,5,19,4,1,0,1,225625,25,"[10,475,5,5,19,4,1,0,1,225625,25]"
29,440,1,16,5,1,1,0,1,193600,1,"[29,440,1,16,5,1,1,0,1,193600,1]"
61,252,2,1,8,4,0,1,0,63504,4,"[61,252,2,1,8,4,0,1,0,63504,4]"
20,92,2,69,15,3,1,0,0,8464,4,"[20,92,2,69,15,3,1,0,0,8464,4]"
33,356,2,2,21,1,1,0,1,126736,4,"[33,356,2,2,21,1,1,0,1,126736,4]"
21,425,4,17,16,1,1,1,1,180625,16,"[21,425,4,17,16,1,1,1,1,180625,16]"
19,156,7,27,42,2,1,0,1,24336,49,"[19,156,7,27,42,2,1,0,1,24336,49]"
14,184,3,40,33,3,1,1,0,33856,9,"[14,184,3,40,33,3,1,1,0,33856,9]"
20,74,5,23,17,1,1,1,1,5476,25,"[20,74,5,23,17,1,1,1,1,5476,25]"
47,270,3,27,2,3,1,1,0,72900,9,"[47,270,3,27,2,3,1,1,0,72900,9]"
42,491,1,12,17,3,1,1,1,241081,1,"[42,491,1,12,17,3,1,1,1,241081,1]"
20,364,1,18,17,2,0,1,0,132496,1,"[20,364,1,18,17,2,0,1,0,132496,1]"
64,71,4,108,77,1,1,0,0,5041,16,"[64,71,4,108,77,1,1,0,0,5041,16]"
50,228,6,35,20,3,1,1,0,51984,36,"[50,228,6,35,20,3,1,1,0,51984,36]"
9,77,2,123,124,3,0,1,1,5929,4,"[9,77,2,123,124,3,0,1,1,5929,4]"
61,418,7,14,21,3,0,0,1,174724,49,"[61,418,7,14,21,3,0,0,1,174724,49]"
35,123,1,14,62,4,0,1,1,15129,1,"[35,123,1,14,62,4,0,1,1,15129,1]"
57,489,5,19,7,1,1,1,1,239121,25,"[57,489,5,19,7,1,1,1,1,239121,25]"
61,446,2,4,20,3,1,0,0,198916,4,"[61,446,2,4,20,3,1,0,0,198916,4]"
35,274,3,32,16,1,1,1,1,75076,9,"[35,274,3,32,16,1,1,1,1,75076,9]"
22,317,4,17,3,1,0,0,0,100489,16,"[22,317,4,17,3,1,0,0,0,100489,16]"
61,221,4,38,4,3,0,1,1,48841,16,"[61,221,4,38,4,3,0,1,1,48841,16]"
29,293,4,22,29,1,0,1,0,85849,16,"[29,293,4,22,29,1,0,1,0,85849,16]"
18,346,7,16,22,1,1,0,0,119716,49,"[18,346,7,16,22,1,1,0,0,119716,49]"
27,198,6,7,13,3,0,0,0,39204,36,"[27,198,6,7,13,3,0,0,0,39204,36]"
31,475,6,8,4,3,0,0,0,225625,36,"[31,475,6,8,4,3,0,0,0,225625,36]"
47,478,2,8,5,4,0,0,0,228484,4,"[47,478,2,8,5,4,0,0,0,228484,4]"
33,347,7,18,4,4,0,0,1,120409,49,"[33,347,7,18,4,4,0,0,1,120409,49]"
53,287,6,4,22,1,1,0,1,82369,36,"[53,287,6,4,22,1,1,0,1,82369,36]"
4,80,7,46,4,4,1,0,1,6400,49,"[4,80,7,46,4,4,1,0,1,6400,49]"
46,152,7,8,40,2,0,1,1,23104,49,"[46,152,7,8,40,2,0,1,1,23104,49]"
12,79,2,49,15,4,0,0,1,6241,4,"[12,79,2,49,15,4,0,0,1,6241,4]"
38,418,3,16,16,2,1,0,1,174724,9,"[38,418,3,16,16,2,1,0,1,174724,9]"
37,32,1,181,206,3,1,0,0,1024,1,"[37,32,1,181,206,3,1,0,0,1024,1]"
39,207,1,44,23,2,1,1,1,42849,1,"[39,207,1,44,23,2,1,1,1,42849,1]"
6,453,1,11,15,4,1,1,1,205209,1,"[6,453,1,11,15,4,1,1,1,205209,1]"
26,207,4,24,19,2,1,0,0,42849,16,"[26,207,4,24,19,2,1,0,0,42849,16]"
62,261,5,14,14,2,1,0,0,68121,25,"[62,261,5,14,14,2,1,0,0,68121,25]"
63,349,5,15,24,1,1,0,0,121801,25,"[63,349,5,15,24,1,1,0,0,121801,25]"
46,263,6,9,2,2,0,1,0,69169,36,"[46,263,6,9,2,2,0,1,0,69169,36]"
47,340,6,15,27,3,0,0,0,115600,36,"[47,340,6,15,27,3,0,0,0,115600,36]"
47,253,5,8,6,2,0,0,0,64009,25,"[47,253,5,8,6,2,0,0,0,64009,25]"
19,261,3,33,3,2,0,1,1,68121,9,"[19,261,3,33,3,2,0,1,1,68121,9]"
14,138,2,52,31,1,1,0,0,19044,4,"[14,138,2,52,31,1,1,0,0,19044,4]"
54,339,5,28,28,4,0,0,1,114921,25,"[54,339,5,28,28,4,0,0,1,114921,25]"
1,384,3,5,17,3,0,0,0,147456,9,"[1,384,3,5,17,3,0,0,0,147456,9]"
22,47,2,211,15,2,0,0,0,2209,4,"[22,47,2,211,15,2,0,0,0,2209,4]"
60,292,5,11,5,2,0,1,1,85264,25,"[60,292,5,11,5,2,0,1,1,85264,25]"
12,271,1,7,9,2,0,0,0,73441,1,"[12,271,1,7,9,2,0,0,0,73441,1]"
10,485,6,5,14,3,1,0,1,235225,36,"[10,485,6,5,14,3,1,0,1,235225,36]"
3,445,5,4,21,2,0,0,1,198025,25,"[3,445,5,4,21,2,0,0,1,198025,25]"
22,388,4,3,11,3,0,1,0,150544,16,"[22,388,4,3,11,3,0,1,0,150544,16]"
28,508,7,18,6,3,1,0,1,258064,49,"[28,508,7,18,6,3,1,0,1,258064,49]"
57,174,1,28,51,1,0,1,0,30276,1,"[57,174,1,28,51,1,0,1,0,30276,1]"
34,343,4,8,3,3,1,0,1,117649,16,"[34,343,4,8,3,3,1,0,1,117649,16]"
40,121,2,23,53,3,1,1,0,14641,4,"[40,121,2,23,53,3,1,1,0,14641,4]"
22,342,2,11,5,4,0,0,1,116964,4,"[22,342,2,11,5,4,0,0,1,116964,4]"
57,495,1,13,16,3,1,0,0,245025,1,"[57,495,1,13,16,3,1,0,0,245025,1]"
1,367,3,2,25,4,1,0,1,134689,9,"[1,367,3,2,25,4,1,0,1,134689,9]"
14,215,6,22,19,4,1,1,0,46225,36,"[14,215,6,22,19,4,1,1,0,46225,36]"
5,9,1,1103,732,2,0,1,1,81,1,"[5,9,1,1103,732,2,0,1,1,81,1]"
13,451,2,13,18,1,0,0,1,203401,4,"[13,451,2,13,18,1,0,0,1,203401,4]"
31,44,5,166,226,4,0,0,0,1936,25,"[31,44,5,166,226,4,0,0,0,1936,25]"
28,213,2,12,25,3,1,0,1,45369,4,"[28,213,2,12,25,3,1,0,1,45369,4]"
15,272,5,18,20,3,1,1,1,73984,25,"[15,272,5,18,20,3,1,1,1,73984,25]"
63,134,6,22,5,3,0,1,1,17956,36,"[63,134,6,22,5,3,0,1,1,17956,36]"
53,412,5,9,14,4,1,0,0,169744,25,"[53,412,5,9,14,4,1,0,0,169744,25]"
9,307,5,28,3,3,1,1,1,94249,25,"[9,307,5,28,3,3,1,1,1,94249,25]"
64,442,7,2,4,3,0,1,1,195364,49,"[64,442,7,2,4,3,0,1,1,195364,49]"
32,139,5,41,64,3,0,1,1,19321,25,"[32,139,5,41,64,3,0,1,1,19321,25]"
34,30,3,214,177,2,1,1,0,900,9,"[34,30,3,214,177,2,1,1,0,900,9]"
55,303,2,32,1,2,1,1,0,91809,4,"[55,303,2,32,1,2,1,1,0,91809,4]"
19,348,5,24,10,4,0,1,1,121104,25,"[19,348,5,24,10,4,0,1,1,121104,25]"
9,167,1,21,5,4,1,1,0,27889,1,"[9,167,1,21,5,4,1,1,0,27889,1]"
6,278,5,15,14,1,1,0,0,77284,25,"[6,278,5,15,14,1,1,0,0,77284,25]"
30,399,4,4,7,1,1,0,1,159201,16,"[30,399,4,4,7,1,1,0,1,159201,16]"
47,216,7,37,45,1,0,0,1,46656,49,"[47,216,7,37,45,1,0,0,1,46656,49]"
12,461,4,12,12,1,1,0,0,212521,16,"[12,461,4,12,12,1,1,0,0,212521,16]"
33,472,6,4,11,4,0,1,0,222784,36,"[33,472,6,4,11,4,0,1,0,222784,36]"
28,55,6,176,2,2,1,1,0,3025,36,"[28,55,6,176,2,2,1,1,0,3025,36]"
51,486,4,17,7,3,1,0,0,236196,16,"[51,486,4,17,7,3,1,0,0,236196,16]"
8,223,6,15,33,4,0,0,0,49729,36,"[8,223,6,15,33,4,0,0,0,49729,36]"
10,344,4,28,8,2,1,1,1,118336,16,"[10,344,4,28,8,2,1,1,1,118336,16]"
3,365,3,16,20,1,1,1,0,133225,9,"[3,365,3,16,20,1,1,1,0,133225,9]"
25,328,2,17,5,1,0,0,0,107584,4,"[25,328,2,17,5,1,0,0,0,107584,4]"
33,205,6,23,11,3,0,0,0,42025,36,"[33,205,6,23,11,3,0,0,0,42025,36]"
53,138,3,60,13,2,1,1,1,19044,9,"[53,138,3,60,13,2,1,1,1,19044,9]"
26,455,7,4,4,2,1,0,1,207025,49,"[26,455,7,4,4,2,1,0,1,207025,49]"
16,460,1,8,11,2,1,0,0,211600,1,"[16,460,1,8,11,2,1,0,0,211600,1]"
58,76,5,2,54,4,0,0,1,5776,25,"[58,76,5,2,54,4,0,0,1,5776,25]"
56,397,6,21,24,3,0,1,1,157609,36,"[56,397,6,21,24,3,0,1,1,157609,36]"
24,188,4,38,37,2,0,0,0,35344,16,"[24,188,4,38,37,2,0,0,0,35344,16]"
33,90,6,57,94,4,0,0,0,8100,36,"[33,90,6,57,94,4,0,0,0,8100,36]"
29,270,5,19,25,3,0,0,0,72900,25,"[29,270,5,19,25,3,0,0,0,72900,25]"
61,205,4,24,26,1,0,1,0,42025,16,"[61,205,4,24,26,1,0,1,0,42025,16]"
64,229,6,23,1,4,1,1,1,52441,36,"[64,229,6,23,1,4,1,1,1,52441,36]"
46,500,7,13,1,1,1,0,0,250000,49,"[46,500,7,13,1,1,1,0,0,250000,49]"
2,217,5,23,36,2,0,0,1,47089,25,"[2,217,5,23,36,2,0,0,1,47089,25]"
62,110,1,6,87,1,0,1,0,12100,1,"[62,110,1,6,87,1,0,1,0,12100,1]"
59,314,5,20,25,2,0,0,1,98596,25,"[59,314,5,20,25,2,0,0,1,98596,25]"
37,361,2,25,5,2,0,0,0,130321,4,"[37,361,2,25,5,2,0,0,0,130321,4]"
6,94,3,34,84,3,1,0,0,8836,9,"[6,94,3,34,84,3,1,0,0,8836,9]"
4,404,7,2,20,4,1,0,1,163216,49,"[4,404,7,2,20,4,1,0,1,163216,49]"
33,170,1,37,46,3,1,0,1,28900,1,"[33,170,1,37,46,3,1,0,1,28900,1]"
43,189,1,49,14,2,0,0,0,35721,1,"[43,189,1,49,14,2,0,0,0,35721,1]"
49,375,3,22,7,4,0,1,0,140625,9,"[49,375,3,22,7,4,0,1,0,140625,9]"
12,198,7,28,47,4,1,1,1,39204,49,"[12,198,7,28,47,4,1,1,1,39204,49]"
6,334,4,7,14,3,1,0,0,111556,16,"[6,334,4,7,14,3,1,0,0,111556,16]"
24,322,1,27,11,1,1,1,0,103684,1,"[24,322,1,27,11,1,1,1,0,103684,1]"
22,157,6,5,16,2,0,1,1,24649,36,"[22,157,6,5,16,2,0,1,1,24649,36]"
60,230,6,4,21,3,0,1,0,52900,36,"[60,230,6,4,21,3,0,1,0,52900,36]"
39,478,7,3,4,3,0,1,0,228484,49,"[39,478,7,3,4,3,0,1,0,228484,49]"
57,116,6,22,45,3,1,1,1,13456,36,"[57,116,6,22,45,3,1,1,1,13456,36]"
2,344,4,10,21,4,1,0,1,118336,16,"[2,344,4,10,21,4,1,0,1,118336,16]"
12,243,1,8,6,4,1,1,1,59049,1,"[12,243,1,8,6,4,1,1,1,59049,1]"
15,194,2,13,42,3,1,0,1,37636,4,"[15,194,2,13,42,3,1,0,1,37636,4]"
47,129,3,55,39,4,1,1,1,16641,9,"[47,129,3,55,39,4,1,1,1,16641,9]"
